"","species","observed","predicted","subplot","plot","year","planted_richness","sown"
"1916","Agropyron repens",31.5,28.2697821079881,64,5,6,2,1
"1917","Agrostis scabra",10.25,13.7904419847025,64,5,6,2,1
"1918","Andropogon gerardi",0,0,64,5,6,2,0
"1919","Poa pratensis",0,0,64,5,6,2,0
"1920","Schizachyrium scoparium",0,0,64,5,6,2,0
"1921","Agropyron repens",0,0,3,6,6,2,0
"1922","Agrostis scabra",0,45.6326390218588,3,6,6,2,1
"1923","Andropogon gerardi",196,175.523525413245,3,6,6,2,1
"1924","Poa pratensis",0,0,3,6,6,2,0
"1925","Schizachyrium scoparium",0,0,3,6,6,2,0
"1926","Agropyron repens",104.9,108.424163510943,6,6,6,2,1
"1927","Agrostis scabra",0,27.7517324373043,6,6,6,2,1
"1928","Andropogon gerardi",0,0,6,6,6,2,0
"1929","Poa pratensis",0,0,6,6,6,2,0
"1930","Schizachyrium scoparium",0,0,6,6,6,2,0
"1931","Agropyron repens",154.075,100.294414763698,7,6,6,2,1
"1932","Agrostis scabra",0,27.3075674251776,7,6,6,2,1
"1933","Andropogon gerardi",0,0,7,6,6,2,0
"1934","Poa pratensis",0,0,7,6,6,2,0
"1935","Schizachyrium scoparium",0,0,7,6,6,2,0
"1936","Agropyron repens",190.22501,104.805425911043,8,6,6,2,1
"1937","Agrostis scabra",0,27.1438053241144,8,6,6,2,1
"1938","Andropogon gerardi",0,0,8,6,6,2,0
"1939","Poa pratensis",0,0,8,6,6,2,0
"1940","Schizachyrium scoparium",0,0,8,6,6,2,0
"1941","Agropyron repens",0,0,9,6,6,2,0
"1942","Agrostis scabra",0,0,9,6,6,2,0
"1943","Andropogon gerardi",0,0,9,6,6,2,0
"1944","Poa pratensis",0,58.9713617447093,9,6,6,2,1
"1945","Schizachyrium scoparium",139.375,160.205787084205,9,6,6,2,1
"1946","Agropyron repens",0,0,11,6,6,2,0
"1947","Agrostis scabra",0,46.3896347952975,11,6,6,2,1
"1948","Andropogon gerardi",327.25,174.731409253129,11,6,6,2,1
"1949","Poa pratensis",0,0,11,6,6,2,0
"1950","Schizachyrium scoparium",0,0,11,6,6,2,0
"1951","Agropyron repens",0,0,12,6,6,2,0
"1952","Agrostis scabra",0,25.5788215926893,12,6,6,2,1
"1953","Andropogon gerardi",0,0,12,6,6,2,0
"1954","Poa pratensis",0,0,12,6,6,2,0
"1955","Schizachyrium scoparium",168,162.493610293897,12,6,6,2,1
"1956","Agropyron repens",9.72727,19.7565615733533,15,6,6,2,1
"1957","Agrostis scabra",0,0,15,6,6,2,0
"1958","Andropogon gerardi",0,0,15,6,6,2,0
"1959","Poa pratensis",0,0,15,6,6,2,0
"1960","Schizachyrium scoparium",210.54546,165.050594545181,15,6,6,2,1
"1961","Agropyron repens",142,102.615773123189,16,6,6,2,1
"1962","Agrostis scabra",0,27.1069096250715,16,6,6,2,1
"1963","Andropogon gerardi",0,0,16,6,6,2,0
"1964","Poa pratensis",0,0,16,6,6,2,0
"1965","Schizachyrium scoparium",0,0,16,6,6,2,0
"1966","Agropyron repens",85.66667,58.4128626540043,17,6,6,2,1
"1967","Agrostis scabra",0,0,17,6,6,2,0
"1968","Andropogon gerardi",0,0,17,6,6,2,0
"1969","Poa pratensis",83.83333,109.186060958028,17,6,6,2,1
"1970","Schizachyrium scoparium",0,0,17,6,6,2,0
"1971","Agropyron repens",0,18.8414557278592,20,6,6,2,1
"1972","Agrostis scabra",0,0,20,6,6,2,0
"1973","Andropogon gerardi",0,0,20,6,6,2,0
"1974","Poa pratensis",0,0,20,6,6,2,0
"1975","Schizachyrium scoparium",293.36365,153.793833229169,20,6,6,2,1
"1976","Agropyron repens",79.975,63.1996128626615,21,6,6,2,1
"1977","Agrostis scabra",0,0,21,6,6,2,0
"1978","Andropogon gerardi",0,0,21,6,6,2,0
"1979","Poa pratensis",76.3,118.164124336245,21,6,6,2,1
"1980","Schizachyrium scoparium",0,0,21,6,6,2,0
"1981","Agropyron repens",0,0,25,6,6,2,0
"1982","Agrostis scabra",0,0,25,6,6,2,0
"1983","Andropogon gerardi",0,0,25,6,6,2,0
"1984","Poa pratensis",0,59.4013937959039,25,6,6,2,1
"1985","Schizachyrium scoparium",148.8,161.560627688507,25,6,6,2,1
"1986","Agropyron repens",0,18.2702422352949,29,6,6,2,1
"1987","Agrostis scabra",0,0,29,6,6,2,0
"1988","Andropogon gerardi",0,0,29,6,6,2,0
"1989","Poa pratensis",0,0,29,6,6,2,0
"1990","Schizachyrium scoparium",207.25,160.856667493149,29,6,6,2,1
"1991","Agropyron repens",116.25,103.533227054094,31,6,6,2,1
"1992","Agrostis scabra",0,27.2108725706915,31,6,6,2,1
"1993","Andropogon gerardi",0,0,31,6,6,2,0
"1994","Poa pratensis",0,0,31,6,6,2,0
"1995","Schizachyrium scoparium",0,0,31,6,6,2,0
"1996","Agropyron repens",156.5,101.992723861869,32,6,6,2,1
"1997","Agrostis scabra",0,27.4779800359394,32,6,6,2,1
"1998","Andropogon gerardi",0,0,32,6,6,2,0
"1999","Poa pratensis",0,0,32,6,6,2,0
"2000","Schizachyrium scoparium",0,0,32,6,6,2,0
"2001","Agropyron repens",8.18333,19.4014136271309,33,6,6,2,1
"2002","Agrostis scabra",0,0,33,6,6,2,0
"2003","Andropogon gerardi",0,0,33,6,6,2,0
"2004","Poa pratensis",0,0,33,6,6,2,0
"2005","Schizachyrium scoparium",226.5,155.562243987778,33,6,6,2,1
"2006","Agropyron repens",164.75,101.105361908798,34,6,6,2,1
"2007","Agrostis scabra",0,27.2957143435572,34,6,6,2,1
"2008","Andropogon gerardi",0,0,34,6,6,2,0
"2009","Poa pratensis",0,0,34,6,6,2,0
"2010","Schizachyrium scoparium",0,0,34,6,6,2,0
"2011","Agropyron repens",143.14999,97.4728140311697,35,6,6,2,1
"2012","Agrostis scabra",0,26.3485656602546,35,6,6,2,1
"2013","Andropogon gerardi",0,0,35,6,6,2,0
"2014","Poa pratensis",0,0,35,6,6,2,0
"2015","Schizachyrium scoparium",0,0,35,6,6,2,0
"2016","Agropyron repens",166.5,92.1663803864858,36,6,6,2,1
"2017","Agrostis scabra",0,25.9079769121279,36,6,6,2,1
"2018","Andropogon gerardi",0,0,36,6,6,2,0
"2019","Poa pratensis",0,0,36,6,6,2,0
"2020","Schizachyrium scoparium",0,0,36,6,6,2,0
"2021","Agropyron repens",0,0,39,6,6,2,0
"2022","Agrostis scabra",0,25.1561779167642,39,6,6,2,1
"2023","Andropogon gerardi",0,0,39,6,6,2,0
"2024","Poa pratensis",0,0,39,6,6,2,0
"2025","Schizachyrium scoparium",515.92499,148.353206548136,39,6,6,2,1
"2026","Agropyron repens",0,0,40,6,6,2,0
"2027","Agrostis scabra",0,44.9210286886342,40,6,6,2,1
"2028","Andropogon gerardi",458.27499,168.793886989529,40,6,6,2,1
"2029","Poa pratensis",0,0,40,6,6,2,0
"2030","Schizachyrium scoparium",0,0,40,6,6,2,0
"2031","Agropyron repens",167.55556,104.938776213208,42,6,6,2,1
"2032","Agrostis scabra",0.83333,27.8477275151915,42,6,6,2,1
"2033","Andropogon gerardi",0,0,42,6,6,2,0
"2034","Poa pratensis",0,0,42,6,6,2,0
"2035","Schizachyrium scoparium",0,0,42,6,6,2,0
"2036","Agropyron repens",137.90909,105.47032878675,43,6,6,2,1
"2037","Agrostis scabra",0,27.2094358031196,43,6,6,2,1
"2038","Andropogon gerardi",0,0,43,6,6,2,0
"2039","Poa pratensis",0,0,43,6,6,2,0
"2040","Schizachyrium scoparium",0,0,43,6,6,2,0
"2041","Agropyron repens",177.45454,103.367205778269,44,6,6,2,1
"2042","Agrostis scabra",0.55455,27.5624153166587,44,6,6,2,1
"2043","Andropogon gerardi",0,0,44,6,6,2,0
"2044","Poa pratensis",0,0,44,6,6,2,0
"2045","Schizachyrium scoparium",0,0,44,6,6,2,0
"2046","Agropyron repens",0,0,45,6,6,2,0
"2047","Agrostis scabra",0,0,45,6,6,2,0
"2048","Andropogon gerardi",0,0,45,6,6,2,0
"2049","Poa pratensis",0.36364,61.4557669898441,45,6,6,2,1
"2050","Schizachyrium scoparium",270.63635,167.602012365475,45,6,6,2,1
"2051","Agropyron repens",0,0,47,6,6,2,0
"2052","Agrostis scabra",0,25.8122123843333,47,6,6,2,1
"2053","Andropogon gerardi",0,0,47,6,6,2,0
"2054","Poa pratensis",0,0,47,6,6,2,0
"2055","Schizachyrium scoparium",151.85001,169.50443367656,47,6,6,2,1
"2056","Agropyron repens",161.5,103.878218561916,50,6,6,2,1
"2057","Agrostis scabra",0,27.0461132135907,50,6,6,2,1
"2058","Andropogon gerardi",0,0,50,6,6,2,0
"2059","Poa pratensis",0,0,50,6,6,2,0
"2060","Schizachyrium scoparium",0,0,50,6,6,2,0
"2061","Agropyron repens",141.25,106.275581661541,51,6,6,2,1
"2062","Agrostis scabra",0,27.5149766455604,51,6,6,2,1
"2063","Andropogon gerardi",0,0,51,6,6,2,0
"2064","Poa pratensis",0,0,51,6,6,2,0
"2065","Schizachyrium scoparium",0,0,51,6,6,2,0
"2066","Agropyron repens",171.25,102.253799692374,52,6,6,2,1
"2067","Agrostis scabra",0,27.5265843764096,52,6,6,2,1
"2068","Andropogon gerardi",0,0,52,6,6,2,0
"2069","Poa pratensis",0,0,52,6,6,2,0
"2070","Schizachyrium scoparium",0,0,52,6,6,2,0
"2071","Agropyron repens",145.90909,63.53102758635,53,6,6,2,1
"2072","Agrostis scabra",0,0,53,6,6,2,0
"2073","Andropogon gerardi",0,0,53,6,6,2,0
"2074","Poa pratensis",5.72727,118.763501256456,53,6,6,2,1
"2075","Schizachyrium scoparium",0,0,53,6,6,2,0
"2076","Agropyron repens",0,19.9373590244999,56,6,6,2,1
"2077","Agrostis scabra",0,0,56,6,6,2,0
"2078","Andropogon gerardi",0,0,56,6,6,2,0
"2079","Poa pratensis",0,0,56,6,6,2,0
"2080","Schizachyrium scoparium",178.5,161.422896963518,56,6,6,2,1
"2081","Agropyron repens",0,0,57,6,6,2,0
"2082","Agrostis scabra",0,0,57,6,6,2,0
"2083","Andropogon gerardi",0,0,57,6,6,2,0
"2084","Poa pratensis",7.09091,62.8218942990973,57,6,6,2,1
"2085","Schizachyrium scoparium",215,171.598971751688,57,6,6,2,1
"2086","Agropyron repens",0,0,59,6,6,2,0
"2087","Agrostis scabra",0,0,59,6,6,2,0
"2088","Andropogon gerardi",0,0,59,6,6,2,0
"2089","Poa pratensis",0,58.8877454303105,59,6,6,2,1
"2090","Schizachyrium scoparium",260.07501,159.954081982505,59,6,6,2,1
"2091","Agropyron repens",0,0,60,6,6,2,0
"2092","Agrostis scabra",0,0,60,6,6,2,0
"2093","Andropogon gerardi",0,0,60,6,6,2,0
"2094","Poa pratensis",16.83333,62.3158370252511,60,6,6,2,1
"2095","Schizachyrium scoparium",180.16667,170.126444640523,60,6,6,2,1
"2096","Agropyron repens",41,64.2708900237499,61,6,6,2,1
"2097","Agrostis scabra",0,0,61,6,6,2,0
"2098","Andropogon gerardi",0,0,61,6,6,2,0
"2099","Poa pratensis",131.5,120.226337582121,61,6,6,2,1
"2100","Schizachyrium scoparium",0,0,61,6,6,2,0
"2101","Agropyron repens",6.72727,66.3602614071686,62,6,6,2,1
"2102","Agrostis scabra",0,0,62,6,6,2,0
"2103","Andropogon gerardi",0,0,62,6,6,2,0
"2104","Poa pratensis",141.81818,124.492311201931,62,6,6,2,1
"2105","Schizachyrium scoparium",0,0,62,6,6,2,0
"2106","Agropyron repens",0,20.1427548911624,63,6,6,2,1
"2107","Agrostis scabra",0,0,63,6,6,2,0
"2108","Andropogon gerardi",0,0,63,6,6,2,0
"2109","Poa pratensis",0,0,63,6,6,2,0
"2110","Schizachyrium scoparium",272.75,163.654329561684,63,6,6,2,1
"2111","Agropyron repens",103.725,62.6419823051341,64,6,6,2,1
"2112","Agrostis scabra",0,0,64,6,6,2,0
"2113","Andropogon gerardi",0,0,64,6,6,2,0
"2114","Poa pratensis",68.05,117.344396972808,64,6,6,2,1
"2115","Schizachyrium scoparium",0,0,64,6,6,2,0
"2116","Agropyron repens",0.31111,13.5392273670529,4,7,6,2,1
"2117","Agrostis scabra",0,0,4,7,6,2,0
"2118","Andropogon gerardi",0,0,4,7,6,2,0
"2119","Poa pratensis",0,0,4,7,6,2,0
"2120","Schizachyrium scoparium",155.79443,106.206151630245,4,7,6,2,1
"2121","Agropyron repens",55.025,39.0437877180094,6,7,6,2,1
"2122","Agrostis scabra",0,0,6,7,6,2,0
"2123","Andropogon gerardi",0,0,6,7,6,2,0
"2124","Poa pratensis",9.225,71.9732202325754,6,7,6,2,1
"2125","Schizachyrium scoparium",0,0,6,7,6,2,0
"2126","Agropyron repens",67.09091,43.6136134469694,8,7,6,2,1
"2127","Agrostis scabra",0,0,8,7,6,2,0
"2128","Andropogon gerardi",0,0,8,7,6,2,0
"2129","Poa pratensis",0.18182,80.6307871896311,8,7,6,2,1
"2130","Schizachyrium scoparium",0,0,8,7,6,2,0
"2131","Agropyron repens",0,0,9,7,6,2,0
"2132","Agrostis scabra",0,0,9,7,6,2,0
"2133","Andropogon gerardi",0,0,9,7,6,2,0
"2134","Poa pratensis",0.27273,36.2026846395855,9,7,6,2,1
"2135","Schizachyrium scoparium",155.72726,94.6779363920387,9,7,6,2,1
"2136","Agropyron repens",0,0,11,7,6,2,0
"2137","Agrostis scabra",0,0,11,7,6,2,0
"2138","Andropogon gerardi",0,0,11,7,6,2,0
"2139","Poa pratensis",0,35.9741344219505,11,7,6,2,1
"2140","Schizachyrium scoparium",155.5,93.8267534105236,11,7,6,2,1
"2141","Agropyron repens",0,0,12,7,6,2,0
"2142","Agrostis scabra",0,0,12,7,6,2,0
"2143","Andropogon gerardi",0,0,12,7,6,2,0
"2144","Poa pratensis",1.32778,40.1539419084399,12,7,6,2,1
"2145","Schizachyrium scoparium",168.80556,105.935428317771,12,7,6,2,1
"2146","Agropyron repens",39.525,61.8317562563681,17,7,6,2,1
"2147","Agrostis scabra",0.5,21.6486043555445,17,7,6,2,1
"2148","Andropogon gerardi",0,0,17,7,6,2,0
"2149","Poa pratensis",0,0,17,7,6,2,0
"2150","Schizachyrium scoparium",0,0,17,7,6,2,0
"2151","Agropyron repens",55.25,54.8870801684862,19,7,6,2,1
"2152","Agrostis scabra",0,20.2684010491935,19,7,6,2,1
"2153","Andropogon gerardi",0,0,19,7,6,2,0
"2154","Poa pratensis",0,0,19,7,6,2,0
"2155","Schizachyrium scoparium",0,0,19,7,6,2,0
"2156","Agropyron repens",80.65,60.8562610642346,20,7,6,2,1
"2157","Agrostis scabra",3.1,21.1075755338041,20,7,6,2,1
"2158","Andropogon gerardi",0,0,20,7,6,2,0
"2159","Poa pratensis",0,0,20,7,6,2,0
"2160","Schizachyrium scoparium",0,0,20,7,6,2,0
"2161","Agropyron repens",34.65,36.1318948852837,25,7,6,2,1
"2162","Agrostis scabra",0,0,25,7,6,2,0
"2163","Andropogon gerardi",0,0,25,7,6,2,0
"2164","Poa pratensis",19.85,66.2816396445625,25,7,6,2,1
"2165","Schizachyrium scoparium",0,0,25,7,6,2,0
"2166","Agropyron repens",30.88889,37.6840867107477,26,7,6,2,1
"2167","Agrostis scabra",0,0,26,7,6,2,0
"2168","Andropogon gerardi",0,0,26,7,6,2,0
"2169","Poa pratensis",16,69.3971923878631,26,7,6,2,1
"2170","Schizachyrium scoparium",0,0,26,7,6,2,0
"2171","Agropyron repens",8.09091,36.0977464225073,29,7,6,2,1
"2172","Agrostis scabra",0,0,29,7,6,2,0
"2173","Andropogon gerardi",0,0,29,7,6,2,0
"2174","Poa pratensis",52.72727,66.5903429335487,29,7,6,2,1
"2175","Schizachyrium scoparium",0,0,29,7,6,2,0
"2176","Agropyron repens",0,12.7746329407189,30,7,6,2,1
"2177","Agrostis scabra",0,0,30,7,6,2,0
"2178","Andropogon gerardi",0,0,30,7,6,2,0
"2179","Poa pratensis",0,0,30,7,6,2,0
"2180","Schizachyrium scoparium",110.25,91.1875362757344,30,7,6,2,1
"2181","Agropyron repens",0,13.434103072722,32,7,6,2,1
"2182","Agrostis scabra",0,0,32,7,6,2,0
"2183","Andropogon gerardi",0,0,32,7,6,2,0
"2184","Poa pratensis",0,0,32,7,6,2,0
"2185","Schizachyrium scoparium",139.09091,107.082358017858,32,7,6,2,1
"2186","Agropyron repens",0.27273,11.9265432095593,33,7,6,2,1
"2187","Agrostis scabra",0,0,33,7,6,2,0
"2188","Andropogon gerardi",0,0,33,7,6,2,0
"2189","Poa pratensis",0,0,33,7,6,2,0
"2190","Schizachyrium scoparium",119.81818,80.4524077052297,33,7,6,2,1
"2191","Agropyron repens",0,12.1237293786544,34,7,6,2,1
"2192","Agrostis scabra",0,0,34,7,6,2,0
"2193","Andropogon gerardi",0,0,34,7,6,2,0
"2194","Poa pratensis",0,0,34,7,6,2,0
"2195","Schizachyrium scoparium",113.75,91.4694503765947,34,7,6,2,1
"2196","Agropyron repens",74.25,63.4558678835955,35,7,6,2,1
"2197","Agrostis scabra",23,21.5564377774377,35,7,6,2,1
"2198","Andropogon gerardi",0,0,35,7,6,2,0
"2199","Poa pratensis",0,0,35,7,6,2,0
"2200","Schizachyrium scoparium",0,0,35,7,6,2,0
"2201","Agropyron repens",56.5,59.8457851200403,36,7,6,2,1
"2202","Agrostis scabra",0.175,21.0228426751096,36,7,6,2,1
"2203","Andropogon gerardi",0,0,36,7,6,2,0
"2204","Poa pratensis",0,0,36,7,6,2,0
"2205","Schizachyrium scoparium",0,0,36,7,6,2,0
"2206","Agropyron repens",0,0,37,7,6,2,0
"2207","Agrostis scabra",0,0,37,7,6,2,0
"2208","Andropogon gerardi",0,0,37,7,6,2,0
"2209","Poa pratensis",3.76364,34.0306763935332,37,7,6,2,1
"2210","Schizachyrium scoparium",94.8,88.6501983389158,37,7,6,2,1
"2211","Agropyron repens",0,0,39,7,6,2,0
"2212","Agrostis scabra",21.925,36.4154368798988,39,7,6,2,1
"2213","Andropogon gerardi",98.65,94.0907923421851,39,7,6,2,1
"2214","Poa pratensis",0,0,39,7,6,2,0
"2215","Schizachyrium scoparium",0,0,39,7,6,2,0
"2216","Agropyron repens",0,0,40,7,6,2,0
"2217","Agrostis scabra",0,21.1932269739013,40,7,6,2,1
"2218","Andropogon gerardi",0,0,40,7,6,2,0
"2219","Poa pratensis",0,0,40,7,6,2,0
"2220","Schizachyrium scoparium",128.5,87.1350550330059,40,7,6,2,1
"2221","Agropyron repens",0,0,41,7,6,2,0
"2222","Agrostis scabra",0,0,41,7,6,2,0
"2223","Andropogon gerardi",0,0,41,7,6,2,0
"2224","Poa pratensis",0,34.5483777031663,41,7,6,2,1
"2225","Schizachyrium scoparium",76.2,89.8166112129534,41,7,6,2,1
"2226","Agropyron repens",62.57222,59.9454316452702,43,7,6,2,1
"2227","Agrostis scabra",8.53333,20.9393227671629,43,7,6,2,1
"2228","Andropogon gerardi",0,0,43,7,6,2,0
"2229","Poa pratensis",0,0,43,7,6,2,0
"2230","Schizachyrium scoparium",0,0,43,7,6,2,0
"2231","Agropyron repens",78,56.9385699388658,44,7,6,2,1
"2232","Agrostis scabra",0,20.6708197368025,44,7,6,2,1
"2233","Andropogon gerardi",0,0,44,7,6,2,0
"2234","Poa pratensis",0,0,44,7,6,2,0
"2235","Schizachyrium scoparium",0,0,44,7,6,2,0
"2236","Agropyron repens",0,0,46,7,6,2,0
"2237","Agrostis scabra",0,35.0335141866239,46,7,6,2,1
"2238","Andropogon gerardi",68.25,87.5061428251169,46,7,6,2,1
"2239","Poa pratensis",0,0,46,7,6,2,0
"2240","Schizachyrium scoparium",0,0,46,7,6,2,0
"2241","Agropyron repens",0,0,47,7,6,2,0
"2242","Agrostis scabra",0,20.6763422360017,47,7,6,2,1
"2243","Andropogon gerardi",0,0,47,7,6,2,0
"2244","Poa pratensis",0,0,47,7,6,2,0
"2245","Schizachyrium scoparium",95.25,81.689148568012,47,7,6,2,1
"2246","Agropyron repens",0,10.7932512223341,49,7,6,2,1
"2247","Agrostis scabra",0,0,49,7,6,2,0
"2248","Andropogon gerardi",0,0,49,7,6,2,0
"2249","Poa pratensis",0,0,49,7,6,2,0
"2250","Schizachyrium scoparium",101.75,78.0721281107371,49,7,6,2,1
"2251","Agropyron repens",77.5,55.7081269105614,50,7,6,2,1
"2252","Agrostis scabra",4,20.1507824322803,50,7,6,2,1
"2253","Andropogon gerardi",0,0,50,7,6,2,0
"2254","Poa pratensis",0,0,50,7,6,2,0
"2255","Schizachyrium scoparium",0,0,50,7,6,2,0
"2256","Agropyron repens",59.72727,55.1350915887081,51,7,6,2,1
"2257","Agrostis scabra",0.72727,20.1377440432738,51,7,6,2,1
"2258","Andropogon gerardi",0,0,51,7,6,2,0
"2259","Poa pratensis",0,0,51,7,6,2,0
"2260","Schizachyrium scoparium",0,0,51,7,6,2,0
"2261","Agropyron repens",105.475,60.2629324755455,52,7,6,2,1
"2262","Agrostis scabra",0.475,21.3592908181283,52,7,6,2,1
"2263","Andropogon gerardi",0,0,52,7,6,2,0
"2264","Poa pratensis",0,0,52,7,6,2,0
"2265","Schizachyrium scoparium",0,0,52,7,6,2,0
"2266","Agropyron repens",54.275,33.8981008201792,53,7,6,2,1
"2267","Agrostis scabra",0,0,53,7,6,2,0
"2268","Andropogon gerardi",0,0,53,7,6,2,0
"2269","Poa pratensis",0,62.2055754660907,53,7,6,2,1
"2270","Schizachyrium scoparium",0,0,53,7,6,2,0
"2271","Agropyron repens",75.35,61.5362243271357,54,7,6,2,1
"2272","Agrostis scabra",0,21.5277859226644,54,7,6,2,1
"2273","Andropogon gerardi",0,0,54,7,6,2,0
"2274","Poa pratensis",0,0,54,7,6,2,0
"2275","Schizachyrium scoparium",0,0,54,7,6,2,0
"2276","Agropyron repens",40.90909,58.4953950099218,55,7,6,2,1
"2277","Agrostis scabra",11.45455,20.6735014966562,55,7,6,2,1
"2278","Andropogon gerardi",0,0,55,7,6,2,0
"2279","Poa pratensis",0,0,55,7,6,2,0
"2280","Schizachyrium scoparium",0,0,55,7,6,2,0
"2281","Agropyron repens",69.25,64.5190507352819,56,7,6,2,1
"2282","Agrostis scabra",25.75,21.8563409430355,56,7,6,2,1
"2283","Andropogon gerardi",0,0,56,7,6,2,0
"2284","Poa pratensis",0,0,56,7,6,2,0
"2285","Schizachyrium scoparium",0,0,56,7,6,2,0
"2286","Agropyron repens",60.35,59.2824088327422,58,7,6,2,1
"2287","Agrostis scabra",0.85,20.8110106962578,58,7,6,2,1
"2288","Andropogon gerardi",0,0,58,7,6,2,0
"2289","Poa pratensis",0,0,58,7,6,2,0
"2290","Schizachyrium scoparium",0,0,58,7,6,2,0
"2291","Agropyron repens",116.75,61.7010805487652,60,7,6,2,1
"2292","Agrostis scabra",1,21.2530034968516,60,7,6,2,1
"2293","Andropogon gerardi",0,0,60,7,6,2,0
"2294","Poa pratensis",0,0,60,7,6,2,0
"2295","Schizachyrium scoparium",0,0,60,7,6,2,0
"2296","Agropyron repens",0,0,61,7,6,2,0
"2297","Agrostis scabra",0,0,61,7,6,2,0
"2298","Andropogon gerardi",0,0,61,7,6,2,0
"2299","Poa pratensis",0.25,36.6852331347501,61,7,6,2,1
"2300","Schizachyrium scoparium",105.825,95.8292759180217,61,7,6,2,1
"2301","Agropyron repens",0,0,62,7,6,2,0
"2302","Agrostis scabra",0,20.368608441441,62,7,6,2,1
"2303","Andropogon gerardi",0,0,62,7,6,2,0
"2304","Poa pratensis",0,0,62,7,6,2,0
"2305","Schizachyrium scoparium",87.05,78.8660307552802,62,7,6,2,1
"2306","Agropyron repens",0,0,64,7,6,2,0
"2307","Agrostis scabra",0,36.2342975957804,64,7,6,2,1
"2308","Andropogon gerardi",153.75,93.0104602043339,64,7,6,2,1
"2309","Poa pratensis",0,0,64,7,6,2,0
"2310","Schizachyrium scoparium",0,0,64,7,6,2,0
"2311","Agropyron repens",0,12.4883314875109,1,8,6,2,1
"2312","Agrostis scabra",0,0,1,8,6,2,0
"2313","Andropogon gerardi",0,0,1,8,6,2,0
"2314","Poa pratensis",0,0,1,8,6,2,0
"2315","Schizachyrium scoparium",108.66667,85.2207716696051,1,8,6,2,1
"2316","Agropyron repens",45.775,30.9348766743439,4,8,6,2,1
"2317","Agrostis scabra",0,0,4,8,6,2,0
"2318","Andropogon gerardi",0,0,4,8,6,2,0
"2319","Poa pratensis",0.875,56.8276709100353,4,8,6,2,1
"2320","Schizachyrium scoparium",0,0,4,8,6,2,0
"2321","Agropyron repens",0,0,5,8,6,2,0
"2322","Agrostis scabra",0,0,5,8,6,2,0
"2323","Andropogon gerardi",0,0,5,8,6,2,0
"2324","Poa pratensis",0.04545,31.4110172238724,5,8,6,2,1
"2325","Schizachyrium scoparium",68.54545,81.3388623009914,5,8,6,2,1
"2326","Agropyron repens",0,0,6,8,6,2,0
"2327","Agrostis scabra",0,0,6,8,6,2,0
"2328","Andropogon gerardi",0,0,6,8,6,2,0
"2329","Poa pratensis",0.125,28.3786882752492,6,8,6,2,1
"2330","Schizachyrium scoparium",76.95,72.6448726750362,6,8,6,2,1
"2331","Agropyron repens",0,0,7,8,6,2,0
"2332","Agrostis scabra",0,0,7,8,6,2,0
"2333","Andropogon gerardi",0,0,7,8,6,2,0
"2334","Poa pratensis",0.525,26.9717566772754,7,8,6,2,1
"2335","Schizachyrium scoparium",115.7,69.0281198140488,7,8,6,2,1
"2336","Agropyron repens",0,0,8,8,6,2,0
"2337","Agrostis scabra",0,0,8,8,6,2,0
"2338","Andropogon gerardi",0,0,8,8,6,2,0
"2339","Poa pratensis",0,27.7184593262287,8,8,6,2,1
"2340","Schizachyrium scoparium",99.38889,70.8565428851783,8,8,6,2,1
"2341","Agropyron repens",43,48.5606798653492,13,8,6,2,1
"2342","Agrostis scabra",35.025,18.7089870759731,13,8,6,2,1
"2343","Andropogon gerardi",0,0,13,8,6,2,0
"2344","Poa pratensis",0,0,13,8,6,2,0
"2345","Schizachyrium scoparium",0,0,13,8,6,2,0
"2346","Agropyron repens",13.25,55.4830733280791,14,8,6,2,1
"2347","Agrostis scabra",48.25,20.3876362290323,14,8,6,2,1
"2348","Andropogon gerardi",0,0,14,8,6,2,0
"2349","Poa pratensis",0,0,14,8,6,2,0
"2350","Schizachyrium scoparium",0,0,14,8,6,2,0
"2351","Agropyron repens",0,0,15,8,6,2,0
"2352","Agrostis scabra",0.075,33.0088267613966,15,8,6,2,1
"2353","Andropogon gerardi",74.025,80.0294409405386,15,8,6,2,1
"2354","Poa pratensis",0,0,15,8,6,2,0
"2355","Schizachyrium scoparium",0,0,15,8,6,2,0
"2356","Agropyron repens",0,0,16,8,6,2,0
"2357","Agrostis scabra",0,20.2512069574994,16,8,6,2,1
"2358","Andropogon gerardi",0,0,16,8,6,2,0
"2359","Poa pratensis",0,0,16,8,6,2,0
"2360","Schizachyrium scoparium",132.5,76.6999718071336,16,8,6,2,1
"2361","Agropyron repens",0,0,19,8,6,2,0
"2362","Agrostis scabra",1.25,32.5848462522371,19,8,6,2,1
"2363","Andropogon gerardi",99.7,74.2499490590304,19,8,6,2,1
"2364","Poa pratensis",0,0,19,8,6,2,0
"2365","Schizachyrium scoparium",0,0,19,8,6,2,0
"2366","Agropyron repens",33.23636,43.1462690648541,21,8,6,2,1
"2367","Agrostis scabra",0,17.5904231021785,21,8,6,2,1
"2368","Andropogon gerardi",0,0,21,8,6,2,0
"2369","Poa pratensis",0,0,21,8,6,2,0
"2370","Schizachyrium scoparium",0,0,21,8,6,2,0
"2371","Agropyron repens",55.175,48.1635013336027,22,8,6,2,1
"2372","Agrostis scabra",1.85,18.9176833043986,22,8,6,2,1
"2373","Andropogon gerardi",0,0,22,8,6,2,0
"2374","Poa pratensis",0,0,22,8,6,2,0
